New_Cluster_ID,Old_Cluster_ID,Cluster_Size,TF_Name,Family,Subgroup,ROC_AUC,PR_AUC,MCC,GSM_ID
C003,10303,21,ZNF671,C2H2 Zinc Finger,ZNF,0.9603298264858396,0.8912513937195471,0.8078965171461245,GSM2466626
C003,10303,21,ZNF749,C2H2 Zinc Finger,ZNF,0.9258084480891228,0.7674896492004953,0.6110385224571795,GSM2466646
C003,10303,21,ZNF772,C2H2 Zinc Finger,ZNF,0.9754207149404216,0.9617181410568916,0.8460919024671681,GSM5214161
C003,10303,21,ZNF773,C2H2 Zinc Finger,ZNF,0.9851515499425948,0.9838430161321442,0.8771831747557944,GSM5214043
C003,10303,21,ZNF792,C2H2 Zinc Finger,ZNF,0.956585658753297,0.8761353093255556,0.7340486716767408,GSM2533985
C003,10303,21,ZNF584,C2H2 Zinc Finger,ZNF,0.9317665440196236,0.7997198863508044,0.6782935962010305,GSM2825490
C004,10304,20,RBAK,Unknown/Other,Unknown/Other,0.948494305443458,0.87478231725617,0.7093166653743239,GSM5214917
C004,10304,20,ZFP1,C2H2 Zinc Finger,ZFP,0.9419713541666666,0.81572794517531,0.6997339574480818,GSM2534187
C004,10304,20,ZNF12,C2H2 Zinc Finger,ZNF,0.9454035347551342,0.8309578187907342,0.6996223450041599,GSM2797671
C004,10304,20,ZNF182,C2H2 Zinc Finger,ZNF,0.9293851215656111,0.7211649628474137,0.6184859396322396,GSM2466487
C004,10304,20,ZNF248,C2H2 Zinc Finger,ZNF,0.9852747190949424,0.964479785702031,0.9233158890488344,GSM2466504
C004,10304,20,ZNF26,C2H2 Zinc Finger,ZNF,0.8360263247475321,0.5869681870434549,0.5329724208713464,GSM2825194
C004,10304,20,ZNF300,C2H2 Zinc Finger,ZNF,0.8999606479578053,0.7723259642724616,0.7071056729833434,GSM2827237
C004,10304,20,ZNF334,C2H2 Zinc Finger,ZNF,0.8209401709401709,0.5328366302237423,0.4036912098064159,GSM2466534
C004,10304,20,ZNF33A,C2H2 Zinc Finger,ZNF,0.9357513046314416,0.8658679597465736,0.6997468104503074,GSM5214619
C004,10304,20,ZNF33B,C2H2 Zinc Finger,ZNF,0.9663983050847458,0.9509959636486144,0.7904568640033018,GSM5214279
C004,10304,20,ZNF37A,C2H2 Zinc Finger,ZNF,0.8907136261706899,0.758194880823634,0.7052909498205114,GSM2026770
C004,10304,20,ZNF382,C2H2 Zinc Finger,ZNF,0.91520444196636,0.7658558056666176,0.6357520918351408,GSM2424065
C004,10304,20,ZNF510,C2H2 Zinc Finger,ZNF,0.96125833689424,0.8916949571500782,0.8233501905564617,GSM3634206
C004,10304,20,ZNF567,C2H2 Zinc Finger,ZNF,0.8614886960210701,0.6545166558981239,0.5669241664030309,GSM2466601
C004,10304,20,ZNF605,C2H2 Zinc Finger,ZNF,0.9624254021075984,0.943885910135548,0.7856372712146422,GSM6372180
C004,10304,20,ZNF624,C2H2 Zinc Finger,ZNF,0.8693289984325826,0.6219061445316086,0.5235959417874377,GSM5214027
C004,10304,20,ZNF674,C2H2 Zinc Finger,ZNF,0.9776297721207784,0.971462986431016,0.8426407918668902,GSM5215097
C004,10304,20,ZNF782,C2H2 Zinc Finger,ZNF,0.9653274946921444,0.9376244686422164,0.8092110856283862,GSM5215308
C004,10304,20,ZNF84,C2H2 Zinc Finger,ZNF,0.9825183060062468,0.9347134680972752,0.8709674882653569,GSM2466677
C004,10304,20,ZNF658,C2H2 Zinc Finger,ZNF,0.9682310962445694,0.8917508071665786,0.775839128731693,GSM2828881
C005,10305,20,ZNF135,C2H2 Zinc Finger,ZNF,0.9012526155874682,0.7881888543509378,0.7492874552789945,GSM2466477
C005,10305,20,ZNF157,C2H2 Zinc Finger,ZNF,0.930944992947814,0.8308916326060863,0.7131707966824714,GSM2827556
C005,10305,20,ZNF184,C2H2 Zinc Finger,ZNF,0.9354199026612818,0.8434677854261736,0.7252568710365221,GSM5214938
C005,10305,20,ZNF189,C2H2 Zinc Finger,ZNF,0.9374365413461077,0.8174676261414469,0.6898981296242119,GSM3634423
C005,10305,20,ZNF250,C2H2 Zinc Finger,ZNF,0.9550691244239632,0.8415198500771507,0.7627120343491284,GSM2026762
C005,10305,20,ZNF34,C2H2 Zinc Finger,ZNF,0.9535400340715504,0.906963649348542,0.7623201575935369,GSM5331303
C005,10305,20,ZNF391,C2H2 Zinc Finger,ZNF,0.92877265418998,0.8377602021443641,0.7071394885805401,GSM2423166
C005,10305,20,ZNF436,C2H2 Zinc Finger,ZNF,0.9026826580386116,0.7087804499028729,0.5814846417790729,GSM5214832
C005,10305,20,ZNF454,C2H2 Zinc Finger,ZNF,0.8298846000795862,0.5626063349037623,0.3896950792779821,GSM2466564
C005,10305,20,ZNF501,C2H2 Zinc Finger,ZNF,0.9595342330943344,0.9358332337041324,0.7648124077264349,GSM5213997
C005,10305,20,ZNF502,C2H2 Zinc Finger,ZNF,0.8372766779333656,0.6875263417498405,0.697261113047375,GSM2026839
C005,10305,20,ZNF660,C2H2 Zinc Finger,ZNF,0.9683663434752764,0.956031928159036,0.8053965809898037,GSM5215022
C005,10305,20,ZNF7,C2H2 Zinc Finger,ZNF,0.9564677361853832,0.9225744181430542,0.7569509916962552,GSM5214321
C005,10305,20,ZNF70,C2H2 Zinc Finger,ZNF,0.8699447943872586,0.6937499397532425,0.5590051073700402,GSM5330849
C005,10305,20,ZNF71,C2H2 Zinc Finger,ZNF,0.9532914413254356,0.9067637493037684,0.7695452209868977,GSM2423047
C005,10305,20,ZNF79,C2H2 Zinc Finger,ZNF,0.7622655122655122,0.5255300505187981,0.4348581765194567,GSM2466669
C005,10305,20,ZNF883,C2H2 Zinc Finger,ZNF,0.9819978084593468,0.9811727664971208,0.8493833865683337,GSM5331233
C005,10305,20,Zfp3,C2H2 Zinc Finger,Zfp,0.9456897534739488,0.886623354635938,0.7189500891718987,GSM6372573
C005,10305,20,ZNF473,C2H2 Zinc Finger,ZNF,0.9472974457004268,0.8611305480681049,0.7664793625577571,GSM2827562
C005,10305,20,Zfp62,C2H2 Zinc Finger,Zfp,0.9527968269266412,0.9193983340376078,0.7577376354036615,GSM5214642
C006,10306,20,ZNF100,C2H2 Zinc Finger,ZNF,0.9615718842149604,0.9108927015531708,0.8445082880919852,GSM2466467
C006,10306,20,ZNF254,C2H2 Zinc Finger,ZNF,0.9313169757335276,0.8237063151730726,0.7139459093264072,GSM2466505
C006,10306,20,ZNF257,C2H2 Zinc Finger,ZNF,0.97650220840831,0.9312902799059336,0.8403545480402813,GSM2466506
C006,10306,20,ZNF273,C2H2 Zinc Finger,ZNF,0.963014576754168,0.9095735443035894,0.8016267610641159,GSM2466513
C006,10306,20,ZNF429,C2H2 Zinc Finger,ZNF,0.9572357936684314,0.8618259222118442,0.7710990834794772,GSM2466552
C006,10306,20,ZNF430,C2H2 Zinc Finger,ZNF,0.960850981727386,0.9267772243628664,0.7798646054946208,GSM5669259
C006,10306,20,ZNF431,C2H2 Zinc Finger,ZNF,0.8537684817886766,0.5985154702062083,0.4957112477621491,GSM2466554
C006,10306,20,ZNF492,C2H2 Zinc Finger,ZNF,0.705978705978706,0.400942032733856,0.3481879826112199,GSM2466575
C006,10306,20,ZNF675,C2H2 Zinc Finger,ZNF,0.9760930027838928,0.9454454010159076,0.86769671347632,GSM2466628
C006,10306,20,ZNF680,C2H2 Zinc Finger,ZNF,0.9786059216952702,0.9158447169207348,0.8279253327017526,GSM2466630
C006,10306,20,ZNF681,C2H2 Zinc Finger,ZNF,0.905377478784681,0.7906630486912338,0.6484518897003686,GSM2466631
C006,10306,20,ZNF708,C2H2 Zinc Finger,ZNF,0.9008710046721744,0.7443169031946282,0.5969937995575708,GSM2466640
C006,10306,20,ZNF714,C2H2 Zinc Finger,ZNF,0.9514603174603176,0.8859880787202159,0.7572097629138298,GSM2466641
C006,10306,20,ZNF724,C2H2 Zinc Finger,ZNF,0.8505842861109008,0.5853227038856648,0.5143515600264804,GSM3402714
C006,10306,20,ZNF730,C2H2 Zinc Finger,ZNF,0.8078321540880503,0.5047473368098776,0.3760277209400514,GSM2466643
C006,10306,20,ZNF85,C2H2 Zinc Finger,ZNF,0.8652067669172934,0.680460691275569,0.5829247092597815,GSM2026800
C006,10306,20,ZNF92,C2H2 Zinc Finger,ZNF,0.9491297345801456,0.8135982683079612,0.720340735521853,GSM1463921
C006,10306,20,ZNF493,C2H2 Zinc Finger,ZNF,0.9042390110786156,0.7493689472627039,0.6972540484877444,GSM2827531
