TF_Name,Subgroup,GSM_ID,Family,Function,Cell_Line,Species,Cistrome_ID,External_ID_Type,PBC,FRiP,MappedRatio,PeaksFoldChangeAbove10,PeaksUnionDHSRatio,FastQC,GC_Content_Mean,GC_Content_Median,GC_Content_Std,GC_Content_Min,GC_Content_Max,Total_Sequences,Avg_Sequence_Length,mcc,roc_auc,pr_auc,precision,recall,accuracy,f1,gsm,fold
L3MBTL4,Unknown/Other,GSM2574756,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,77271,GEO,0.994,0.0376247499999905,0,441,0.9636,39,54.77,55,10.32,21.5,81.5,15000,200,0.7169710533662867,0.9470080771058168,0.8622225011261797,0.7427213309566251,0.8333333333333334,0.8934643581344563,0.7854225573358466,GSM2574756,0
LBX2,Unknown/Other,GSM5214062,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,145384,GEO,0.987,0.0680279628498968,0,921,0.931,36,65.62,66.5,9.07,21.5,95.5,15000,200,0.8621154510720338,0.980669406392694,0.9715679198138818,0.912987012987013,0.9373333333333334,0.9314285714285714,0.925,GSM5214062,0
LCOR,Unknown/Other,GSM5214415,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,146101,GEO,0.994,0.1344058118839785,0,6336,0.9626,35,54.12,52.5,10.54,21,95.5,15000,200,0.6666069914552647,0.9362749624286144,0.8086158377575885,0.7558057705840957,0.716,0.8902767920511001,0.7353646011639849,GSM5214415,0
LCORL,Unknown/Other,GSM5214905,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,145345,GEO,0.993,0.1240698026024475,0,2269,0.953,36,56.99,56.5,10.55,20,95.5,15000,200,0.6978199053507862,0.9411086847926924,0.8447554066746531,0.765748031496063,0.778,0.8881866796305299,0.7718253968253969,GSM5214905,0
LHX2,Unknown/Other,GSM1567049,Unknown/Other,Gene Regulation,pigmented layer of retina,homo_sapiens,50899,GEO,0.978,0.0306982499999923,0,3095,0.9794,39,40.33,39.5,6.32,22,97.5,15000,200,0.7552718392593617,0.957224244359302,0.8798329284007051,0.8120300751879699,0.792,0.9243946419371458,0.8018899763752954,GSM1567049,0
LHX9,Unknown/Other,GSM3262278,Unknown/Other,Gene Regulation,colon,homo_sapiens,144137,GEO,0.993,0.031748688,0,626,0.9204,35,42.3,41.5,7.07,17,95.5,15000,200,0.7050976934656294,0.9410982001894538,0.8292671997427011,0.7872492836676218,0.7326666666666667,0.910901199897881,0.7589779005524862,GSM3262278,0
LRRFIP1,Unknown/Other,GSM3267286,Unknown/Other,Gene Regulation,HCT 116,homo_sapiens,141113,GEO,0.957,0.1269991775240583,0,6360,0.95,40,61.19,62.5,8.81,7,96,15000,200,0.8112852423298459,0.9669234817813764,0.9470292194082884,0.9037921348314608,0.858,0.91183879093199,0.8803009575923393,GSM3267286,0
Lef1,Unknown/Other,GSM1875147,Unknown/Other,Gene Regulation,RL95-2,homo_sapiens,57116,GEO,0.995,0.0034407499999991,0,62,0.5377906976744186,38,41.16,39.5,10.04,19,80,219,200,0.6991387029797652,0.9203488372093024,0.7837490715729892,0.8125,0.65,0.9479166666666666,0.7222222222222222,GSM1875147,0
Lyl1,Unknown/Other,GSM1901548,Unknown/Other,Gene Regulation,SJNB-4,homo_sapiens,59005,GEO,0.994,0.0152512499999961,0,2366,0.9508,39,48.81,48.5,7.89,22,76.5,7474,200,0.761880970592165,0.9623505472942534,0.8905847919501795,0.8371428571428572,0.7834224598930482,0.9230125523012552,0.8093922651933702,GSM1901548,0
MAF,Unknown/Other,GSM1859073,Unknown/Other,Gene Regulation,"CD4-positive, alpha-beta T cell",homo_sapiens,58809,GEO,0.93,0.1131277499999717,0,6477,0.9708,39,61.62,63.5,10.85,22,86,15000,200,0.82069155924445,0.9681427481747849,0.9454881265480872,0.8965277777777778,0.8606666666666667,0.921474007457776,0.8782312925170068,GSM1859073,0
MAF1,Unknown/Other,GSM5214681,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,146055,GEO,0.994,0.034499460629442,0,562,0.9378,35,63.34,65,9.71,21.5,95.5,15000,200,0.7971768659755251,0.964776600254345,0.946371867952624,0.8704799474030244,0.8826666666666667,0.9033428349313294,0.8765309500165508,GSM5214681,0
MAFB,Unknown/Other,GSM1278507,Unknown/Other,Gene Regulation,keratinocyte,homo_sapiens,50112,GEO,0.98,0.0129499999999967,0,1023,0.9458519622454048,39,61.8,64,12.45,21.5,95.5,3937,200,0.7974792811161606,0.9572881724898824,0.9275496747360392,0.815668202764977,0.8984771573604061,0.9154929577464788,0.855072463768116,GSM1278507,0
